id,image,points
118,train/images/conic_00118.png,train/points/conic_00118.npy
119,train/images/conic_00119.png,train/points/conic_00119.npy
120,train/images/conic_00120.png,train/points/conic_00120.npy
121,train/images/conic_00121.png,train/points/conic_00121.npy
122,train/images/conic_00122.png,train/points/conic_00122.npy
123,train/images/conic_00123.png,train/points/conic_00123.npy
124,train/images/conic_00124.png,train/points/conic_00124.npy
125,train/images/conic_00125.png,train/points/conic_00125.npy
126,train/images/conic_00126.png,train/points/conic_00126.npy
127,train/images/conic_00127.png,train/points/conic_00127.npy
128,train/images/conic_00128.png,train/points/conic_00128.npy
129,train/images/conic_00129.png,train/points/conic_00129.npy
130,train/images/conic_00130.png,train/points/conic_00130.npy
131,train/images/conic_00131.png,train/points/conic_00131.npy
132,train/images/conic_00132.png,train/points/conic_00132.npy
133,train/images/conic_00133.png,train/points/conic_00133.npy
134,train/images/conic_00134.png,train/points/conic_00134.npy
135,train/images/conic_00135.png,train/points/conic_00135.npy
136,train/images/conic_00136.png,train/points/conic_00136.npy
137,train/images/conic_00137.png,train/points/conic_00137.npy
138,train/images/conic_00138.png,train/points/conic_00138.npy
140,train/images/conic_00140.png,train/points/conic_00140.npy
141,train/images/conic_00141.png,train/points/conic_00141.npy
142,train/images/conic_00142.png,train/points/conic_00142.npy
145,train/images/conic_00145.png,train/points/conic_00145.npy
147,train/images/conic_00147.png,train/points/conic_00147.npy
148,train/images/conic_00148.png,train/points/conic_00148.npy
149,train/images/conic_00149.png,train/points/conic_00149.npy
151,train/images/conic_00151.png,train/points/conic_00151.npy
152,train/images/conic_00152.png,train/points/conic_00152.npy
153,train/images/conic_00153.png,train/points/conic_00153.npy
154,train/images/conic_00154.png,train/points/conic_00154.npy
156,train/images/conic_00156.png,train/points/conic_00156.npy
157,train/images/conic_00157.png,train/points/conic_00157.npy
158,train/images/conic_00158.png,train/points/conic_00158.npy
159,train/images/conic_00159.png,train/points/conic_00159.npy
160,train/images/conic_00160.png,train/points/conic_00160.npy
161,train/images/conic_00161.png,train/points/conic_00161.npy
164,train/images/conic_00164.png,train/points/conic_00164.npy
166,train/images/conic_00166.png,train/points/conic_00166.npy
168,train/images/conic_00168.png,train/points/conic_00168.npy
169,train/images/conic_00169.png,train/points/conic_00169.npy
171,train/images/conic_00171.png,train/points/conic_00171.npy
172,train/images/conic_00172.png,train/points/conic_00172.npy
173,train/images/conic_00173.png,train/points/conic_00173.npy
174,train/images/conic_00174.png,train/points/conic_00174.npy
175,train/images/conic_00175.png,train/points/conic_00175.npy
176,train/images/conic_00176.png,train/points/conic_00176.npy
177,train/images/conic_00177.png,train/points/conic_00177.npy
178,train/images/conic_00178.png,train/points/conic_00178.npy
179,train/images/conic_00179.png,train/points/conic_00179.npy
181,train/images/conic_00181.png,train/points/conic_00181.npy
182,train/images/conic_00182.png,train/points/conic_00182.npy
183,train/images/conic_00183.png,train/points/conic_00183.npy
184,train/images/conic_00184.png,train/points/conic_00184.npy
185,train/images/conic_00185.png,train/points/conic_00185.npy
186,train/images/conic_00186.png,train/points/conic_00186.npy
187,train/images/conic_00187.png,train/points/conic_00187.npy
188,train/images/conic_00188.png,train/points/conic_00188.npy
190,train/images/conic_00190.png,train/points/conic_00190.npy
191,train/images/conic_00191.png,train/points/conic_00191.npy
192,train/images/conic_00192.png,train/points/conic_00192.npy
193,train/images/conic_00193.png,train/points/conic_00193.npy
194,train/images/conic_00194.png,train/points/conic_00194.npy
195,train/images/conic_00195.png,train/points/conic_00195.npy
198,train/images/conic_00198.png,train/points/conic_00198.npy
199,train/images/conic_00199.png,train/points/conic_00199.npy
200,train/images/conic_00200.png,train/points/conic_00200.npy
201,train/images/conic_00201.png,train/points/conic_00201.npy
203,train/images/conic_00203.png,train/points/conic_00203.npy
204,train/images/conic_00204.png,train/points/conic_00204.npy
205,train/images/conic_00205.png,train/points/conic_00205.npy
207,train/images/conic_00207.png,train/points/conic_00207.npy
208,train/images/conic_00208.png,train/points/conic_00208.npy
209,train/images/conic_00209.png,train/points/conic_00209.npy
210,train/images/conic_00210.png,train/points/conic_00210.npy
211,train/images/conic_00211.png,train/points/conic_00211.npy
212,train/images/conic_00212.png,train/points/conic_00212.npy
213,train/images/conic_00213.png,train/points/conic_00213.npy
214,train/images/conic_00214.png,train/points/conic_00214.npy
215,train/images/conic_00215.png,train/points/conic_00215.npy
216,train/images/conic_00216.png,train/points/conic_00216.npy
217,train/images/conic_00217.png,train/points/conic_00217.npy
218,train/images/conic_00218.png,train/points/conic_00218.npy
219,train/images/conic_00219.png,train/points/conic_00219.npy
220,train/images/conic_00220.png,train/points/conic_00220.npy
222,train/images/conic_00222.png,train/points/conic_00222.npy
223,train/images/conic_00223.png,train/points/conic_00223.npy
224,train/images/conic_00224.png,train/points/conic_00224.npy
226,train/images/conic_00226.png,train/points/conic_00226.npy
227,train/images/conic_00227.png,train/points/conic_00227.npy
229,train/images/conic_00229.png,train/points/conic_00229.npy
230,train/images/conic_00230.png,train/points/conic_00230.npy
231,train/images/conic_00231.png,train/points/conic_00231.npy
233,train/images/conic_00233.png,train/points/conic_00233.npy
234,train/images/conic_00234.png,train/points/conic_00234.npy
235,train/images/conic_00235.png,train/points/conic_00235.npy
236,train/images/conic_00236.png,train/points/conic_00236.npy
237,train/images/conic_00237.png,train/points/conic_00237.npy
239,train/images/conic_00239.png,train/points/conic_00239.npy
240,train/images/conic_00240.png,train/points/conic_00240.npy
241,train/images/conic_00241.png,train/points/conic_00241.npy
242,train/images/conic_00242.png,train/points/conic_00242.npy
244,train/images/conic_00244.png,train/points/conic_00244.npy
245,train/images/conic_00245.png,train/points/conic_00245.npy
246,train/images/conic_00246.png,train/points/conic_00246.npy
247,train/images/conic_00247.png,train/points/conic_00247.npy
248,train/images/conic_00248.png,train/points/conic_00248.npy
249,train/images/conic_00249.png,train/points/conic_00249.npy
250,train/images/conic_00250.png,train/points/conic_00250.npy
252,train/images/conic_00252.png,train/points/conic_00252.npy
253,train/images/conic_00253.png,train/points/conic_00253.npy
254,train/images/conic_00254.png,train/points/conic_00254.npy
255,train/images/conic_00255.png,train/points/conic_00255.npy
257,train/images/conic_00257.png,train/points/conic_00257.npy
258,train/images/conic_00258.png,train/points/conic_00258.npy
259,train/images/conic_00259.png,train/points/conic_00259.npy
260,train/images/conic_00260.png,train/points/conic_00260.npy
261,train/images/conic_00261.png,train/points/conic_00261.npy
262,train/images/conic_00262.png,train/points/conic_00262.npy
263,train/images/conic_00263.png,train/points/conic_00263.npy
265,train/images/conic_00265.png,train/points/conic_00265.npy
267,train/images/conic_00267.png,train/points/conic_00267.npy
269,train/images/conic_00269.png,train/points/conic_00269.npy
270,train/images/conic_00270.png,train/points/conic_00270.npy
271,train/images/conic_00271.png,train/points/conic_00271.npy
272,train/images/conic_00272.png,train/points/conic_00272.npy
273,train/images/conic_00273.png,train/points/conic_00273.npy
274,train/images/conic_00274.png,train/points/conic_00274.npy
275,train/images/conic_00275.png,train/points/conic_00275.npy
276,train/images/conic_00276.png,train/points/conic_00276.npy
277,train/images/conic_00277.png,train/points/conic_00277.npy
278,train/images/conic_00278.png,train/points/conic_00278.npy
279,train/images/conic_00279.png,train/points/conic_00279.npy
280,train/images/conic_00280.png,train/points/conic_00280.npy
281,train/images/conic_00281.png,train/points/conic_00281.npy
282,train/images/conic_00282.png,train/points/conic_00282.npy
284,train/images/conic_00284.png,train/points/conic_00284.npy
285,train/images/conic_00285.png,train/points/conic_00285.npy
286,train/images/conic_00286.png,train/points/conic_00286.npy
287,train/images/conic_00287.png,train/points/conic_00287.npy
289,train/images/conic_00289.png,train/points/conic_00289.npy
290,train/images/conic_00290.png,train/points/conic_00290.npy
291,train/images/conic_00291.png,train/points/conic_00291.npy
292,train/images/conic_00292.png,train/points/conic_00292.npy
295,train/images/conic_00295.png,train/points/conic_00295.npy
298,train/images/conic_00298.png,train/points/conic_00298.npy
299,train/images/conic_00299.png,train/points/conic_00299.npy
300,train/images/conic_00300.png,train/points/conic_00300.npy
301,train/images/conic_00301.png,train/points/conic_00301.npy
302,train/images/conic_00302.png,train/points/conic_00302.npy
303,train/images/conic_00303.png,train/points/conic_00303.npy
304,train/images/conic_00304.png,train/points/conic_00304.npy
306,train/images/conic_00306.png,train/points/conic_00306.npy
307,train/images/conic_00307.png,train/points/conic_00307.npy
308,train/images/conic_00308.png,train/points/conic_00308.npy
310,train/images/conic_00310.png,train/points/conic_00310.npy
311,train/images/conic_00311.png,train/points/conic_00311.npy
312,train/images/conic_00312.png,train/points/conic_00312.npy
313,train/images/conic_00313.png,train/points/conic_00313.npy
314,train/images/conic_00314.png,train/points/conic_00314.npy
315,train/images/conic_00315.png,train/points/conic_00315.npy
316,train/images/conic_00316.png,train/points/conic_00316.npy
317,train/images/conic_00317.png,train/points/conic_00317.npy
318,train/images/conic_00318.png,train/points/conic_00318.npy
319,train/images/conic_00319.png,train/points/conic_00319.npy
321,train/images/conic_00321.png,train/points/conic_00321.npy
322,train/images/conic_00322.png,train/points/conic_00322.npy
323,train/images/conic_00323.png,train/points/conic_00323.npy
324,train/images/conic_00324.png,train/points/conic_00324.npy
325,train/images/conic_00325.png,train/points/conic_00325.npy
326,train/images/conic_00326.png,train/points/conic_00326.npy
327,train/images/conic_00327.png,train/points/conic_00327.npy
328,train/images/conic_00328.png,train/points/conic_00328.npy
329,train/images/conic_00329.png,train/points/conic_00329.npy
330,train/images/conic_00330.png,train/points/conic_00330.npy
331,train/images/conic_00331.png,train/points/conic_00331.npy
332,train/images/conic_00332.png,train/points/conic_00332.npy
333,train/images/conic_00333.png,train/points/conic_00333.npy
334,train/images/conic_00334.png,train/points/conic_00334.npy
335,train/images/conic_00335.png,train/points/conic_00335.npy
336,train/images/conic_00336.png,train/points/conic_00336.npy
338,train/images/conic_00338.png,train/points/conic_00338.npy
339,train/images/conic_00339.png,train/points/conic_00339.npy
340,train/images/conic_00340.png,train/points/conic_00340.npy
341,train/images/conic_00341.png,train/points/conic_00341.npy
342,train/images/conic_00342.png,train/points/conic_00342.npy
343,train/images/conic_00343.png,train/points/conic_00343.npy
344,train/images/conic_00344.png,train/points/conic_00344.npy
345,train/images/conic_00345.png,train/points/conic_00345.npy
347,train/images/conic_00347.png,train/points/conic_00347.npy
348,train/images/conic_00348.png,train/points/conic_00348.npy
349,train/images/conic_00349.png,train/points/conic_00349.npy
350,train/images/conic_00350.png,train/points/conic_00350.npy
351,train/images/conic_00351.png,train/points/conic_00351.npy
353,train/images/conic_00353.png,train/points/conic_00353.npy
354,train/images/conic_00354.png,train/points/conic_00354.npy
355,train/images/conic_00355.png,train/points/conic_00355.npy
356,train/images/conic_00356.png,train/points/conic_00356.npy
357,train/images/conic_00357.png,train/points/conic_00357.npy
359,train/images/conic_00359.png,train/points/conic_00359.npy
360,train/images/conic_00360.png,train/points/conic_00360.npy
361,train/images/conic_00361.png,train/points/conic_00361.npy
363,train/images/conic_00363.png,train/points/conic_00363.npy
366,train/images/conic_00366.png,train/points/conic_00366.npy
367,train/images/conic_00367.png,train/points/conic_00367.npy
368,train/images/conic_00368.png,train/points/conic_00368.npy
369,train/images/conic_00369.png,train/points/conic_00369.npy
370,train/images/conic_00370.png,train/points/conic_00370.npy
372,train/images/conic_00372.png,train/points/conic_00372.npy
373,train/images/conic_00373.png,train/points/conic_00373.npy
374,train/images/conic_00374.png,train/points/conic_00374.npy
375,train/images/conic_00375.png,train/points/conic_00375.npy
377,train/images/conic_00377.png,train/points/conic_00377.npy
378,train/images/conic_00378.png,train/points/conic_00378.npy
380,train/images/conic_00380.png,train/points/conic_00380.npy
381,train/images/conic_00381.png,train/points/conic_00381.npy
382,train/images/conic_00382.png,train/points/conic_00382.npy
383,train/images/conic_00383.png,train/points/conic_00383.npy
385,train/images/conic_00385.png,train/points/conic_00385.npy
386,train/images/conic_00386.png,train/points/conic_00386.npy
387,train/images/conic_00387.png,train/points/conic_00387.npy
389,train/images/conic_00389.png,train/points/conic_00389.npy
390,train/images/conic_00390.png,train/points/conic_00390.npy
394,train/images/conic_00394.png,train/points/conic_00394.npy
395,train/images/conic_00395.png,train/points/conic_00395.npy
396,train/images/conic_00396.png,train/points/conic_00396.npy
397,train/images/conic_00397.png,train/points/conic_00397.npy
398,train/images/conic_00398.png,train/points/conic_00398.npy
399,train/images/conic_00399.png,train/points/conic_00399.npy
400,train/images/conic_00400.png,train/points/conic_00400.npy
403,train/images/conic_00403.png,train/points/conic_00403.npy
404,train/images/conic_00404.png,train/points/conic_00404.npy
405,train/images/conic_00405.png,train/points/conic_00405.npy
406,train/images/conic_00406.png,train/points/conic_00406.npy
408,train/images/conic_00408.png,train/points/conic_00408.npy
409,train/images/conic_00409.png,train/points/conic_00409.npy
410,train/images/conic_00410.png,train/points/conic_00410.npy
411,train/images/conic_00411.png,train/points/conic_00411.npy
412,train/images/conic_00412.png,train/points/conic_00412.npy
413,train/images/conic_00413.png,train/points/conic_00413.npy
414,train/images/conic_00414.png,train/points/conic_00414.npy
415,train/images/conic_00415.png,train/points/conic_00415.npy
416,train/images/conic_00416.png,train/points/conic_00416.npy
420,train/images/conic_00420.png,train/points/conic_00420.npy
421,train/images/conic_00421.png,train/points/conic_00421.npy
422,train/images/conic_00422.png,train/points/conic_00422.npy
423,train/images/conic_00423.png,train/points/conic_00423.npy
424,train/images/conic_00424.png,train/points/conic_00424.npy
425,train/images/conic_00425.png,train/points/conic_00425.npy
426,train/images/conic_00426.png,train/points/conic_00426.npy
429,train/images/conic_00429.png,train/points/conic_00429.npy
433,train/images/conic_00433.png,train/points/conic_00433.npy
434,train/images/conic_00434.png,train/points/conic_00434.npy
436,train/images/conic_00436.png,train/points/conic_00436.npy
437,train/images/conic_00437.png,train/points/conic_00437.npy
438,train/images/conic_00438.png,train/points/conic_00438.npy
439,train/images/conic_00439.png,train/points/conic_00439.npy
440,train/images/conic_00440.png,train/points/conic_00440.npy
441,train/images/conic_00441.png,train/points/conic_00441.npy
442,train/images/conic_00442.png,train/points/conic_00442.npy
443,train/images/conic_00443.png,train/points/conic_00443.npy
444,train/images/conic_00444.png,train/points/conic_00444.npy
446,train/images/conic_00446.png,train/points/conic_00446.npy
447,train/images/conic_00447.png,train/points/conic_00447.npy
448,train/images/conic_00448.png,train/points/conic_00448.npy
449,train/images/conic_00449.png,train/points/conic_00449.npy
450,train/images/conic_00450.png,train/points/conic_00450.npy
451,train/images/conic_00451.png,train/points/conic_00451.npy
452,train/images/conic_00452.png,train/points/conic_00452.npy
454,train/images/conic_00454.png,train/points/conic_00454.npy
455,train/images/conic_00455.png,train/points/conic_00455.npy
457,train/images/conic_00457.png,train/points/conic_00457.npy
458,train/images/conic_00458.png,train/points/conic_00458.npy
459,train/images/conic_00459.png,train/points/conic_00459.npy
460,train/images/conic_00460.png,train/points/conic_00460.npy
461,train/images/conic_00461.png,train/points/conic_00461.npy
462,train/images/conic_00462.png,train/points/conic_00462.npy
463,train/images/conic_00463.png,train/points/conic_00463.npy
464,train/images/conic_00464.png,train/points/conic_00464.npy
465,train/images/conic_00465.png,train/points/conic_00465.npy
466,train/images/conic_00466.png,train/points/conic_00466.npy
467,train/images/conic_00467.png,train/points/conic_00467.npy
468,train/images/conic_00468.png,train/points/conic_00468.npy
470,train/images/conic_00470.png,train/points/conic_00470.npy
471,train/images/conic_00471.png,train/points/conic_00471.npy
474,train/images/conic_00474.png,train/points/conic_00474.npy
475,train/images/conic_00475.png,train/points/conic_00475.npy
476,train/images/conic_00476.png,train/points/conic_00476.npy
477,train/images/conic_00477.png,train/points/conic_00477.npy
478,train/images/conic_00478.png,train/points/conic_00478.npy
479,train/images/conic_00479.png,train/points/conic_00479.npy
480,train/images/conic_00480.png,train/points/conic_00480.npy
482,train/images/conic_00482.png,train/points/conic_00482.npy
484,train/images/conic_00484.png,train/points/conic_00484.npy
485,train/images/conic_00485.png,train/points/conic_00485.npy
486,train/images/conic_00486.png,train/points/conic_00486.npy
487,train/images/conic_00487.png,train/points/conic_00487.npy
488,train/images/conic_00488.png,train/points/conic_00488.npy
490,train/images/conic_00490.png,train/points/conic_00490.npy
491,train/images/conic_00491.png,train/points/conic_00491.npy
493,train/images/conic_00493.png,train/points/conic_00493.npy
495,train/images/conic_00495.png,train/points/conic_00495.npy
496,train/images/conic_00496.png,train/points/conic_00496.npy
497,train/images/conic_00497.png,train/points/conic_00497.npy
499,train/images/conic_00499.png,train/points/conic_00499.npy
500,train/images/conic_00500.png,train/points/conic_00500.npy
501,train/images/conic_00501.png,train/points/conic_00501.npy
502,train/images/conic_00502.png,train/points/conic_00502.npy
503,train/images/conic_00503.png,train/points/conic_00503.npy
505,train/images/conic_00505.png,train/points/conic_00505.npy
506,train/images/conic_00506.png,train/points/conic_00506.npy
507,train/images/conic_00507.png,train/points/conic_00507.npy
508,train/images/conic_00508.png,train/points/conic_00508.npy
509,train/images/conic_00509.png,train/points/conic_00509.npy
510,train/images/conic_00510.png,train/points/conic_00510.npy
511,train/images/conic_00511.png,train/points/conic_00511.npy
512,train/images/conic_00512.png,train/points/conic_00512.npy
513,train/images/conic_00513.png,train/points/conic_00513.npy
515,train/images/conic_00515.png,train/points/conic_00515.npy
516,train/images/conic_00516.png,train/points/conic_00516.npy
517,train/images/conic_00517.png,train/points/conic_00517.npy
519,train/images/conic_00519.png,train/points/conic_00519.npy
520,train/images/conic_00520.png,train/points/conic_00520.npy
521,train/images/conic_00521.png,train/points/conic_00521.npy
522,train/images/conic_00522.png,train/points/conic_00522.npy
523,train/images/conic_00523.png,train/points/conic_00523.npy
524,train/images/conic_00524.png,train/points/conic_00524.npy
525,train/images/conic_00525.png,train/points/conic_00525.npy
526,train/images/conic_00526.png,train/points/conic_00526.npy
527,train/images/conic_00527.png,train/points/conic_00527.npy
528,train/images/conic_00528.png,train/points/conic_00528.npy
529,train/images/conic_00529.png,train/points/conic_00529.npy
530,train/images/conic_00530.png,train/points/conic_00530.npy
531,train/images/conic_00531.png,train/points/conic_00531.npy
532,train/images/conic_00532.png,train/points/conic_00532.npy
534,train/images/conic_00534.png,train/points/conic_00534.npy
535,train/images/conic_00535.png,train/points/conic_00535.npy
536,train/images/conic_00536.png,train/points/conic_00536.npy
537,train/images/conic_00537.png,train/points/conic_00537.npy
538,train/images/conic_00538.png,train/points/conic_00538.npy
539,train/images/conic_00539.png,train/points/conic_00539.npy
540,train/images/conic_00540.png,train/points/conic_00540.npy
541,train/images/conic_00541.png,train/points/conic_00541.npy
542,train/images/conic_00542.png,train/points/conic_00542.npy
544,train/images/conic_00544.png,train/points/conic_00544.npy
545,train/images/conic_00545.png,train/points/conic_00545.npy
546,train/images/conic_00546.png,train/points/conic_00546.npy
547,train/images/conic_00547.png,train/points/conic_00547.npy
548,train/images/conic_00548.png,train/points/conic_00548.npy
549,train/images/conic_00549.png,train/points/conic_00549.npy
550,train/images/conic_00550.png,train/points/conic_00550.npy
552,train/images/conic_00552.png,train/points/conic_00552.npy
553,train/images/conic_00553.png,train/points/conic_00553.npy
554,train/images/conic_00554.png,train/points/conic_00554.npy
555,train/images/conic_00555.png,train/points/conic_00555.npy
556,train/images/conic_00556.png,train/points/conic_00556.npy
557,train/images/conic_00557.png,train/points/conic_00557.npy
560,train/images/conic_00560.png,train/points/conic_00560.npy
561,train/images/conic_00561.png,train/points/conic_00561.npy
562,train/images/conic_00562.png,train/points/conic_00562.npy
563,train/images/conic_00563.png,train/points/conic_00563.npy
564,train/images/conic_00564.png,train/points/conic_00564.npy
565,train/images/conic_00565.png,train/points/conic_00565.npy
566,train/images/conic_00566.png,train/points/conic_00566.npy
567,train/images/conic_00567.png,train/points/conic_00567.npy
568,train/images/conic_00568.png,train/points/conic_00568.npy
569,train/images/conic_00569.png,train/points/conic_00569.npy
570,train/images/conic_00570.png,train/points/conic_00570.npy
571,train/images/conic_00571.png,train/points/conic_00571.npy
572,train/images/conic_00572.png,train/points/conic_00572.npy
573,train/images/conic_00573.png,train/points/conic_00573.npy
574,train/images/conic_00574.png,train/points/conic_00574.npy
575,train/images/conic_00575.png,train/points/conic_00575.npy
576,train/images/conic_00576.png,train/points/conic_00576.npy
577,train/images/conic_00577.png,train/points/conic_00577.npy
578,train/images/conic_00578.png,train/points/conic_00578.npy
579,train/images/conic_00579.png,train/points/conic_00579.npy
580,train/images/conic_00580.png,train/points/conic_00580.npy
581,train/images/conic_00581.png,train/points/conic_00581.npy
583,train/images/conic_00583.png,train/points/conic_00583.npy
584,train/images/conic_00584.png,train/points/conic_00584.npy
586,train/images/conic_00586.png,train/points/conic_00586.npy
588,train/images/conic_00588.png,train/points/conic_00588.npy
590,train/images/conic_00590.png,train/points/conic_00590.npy
591,train/images/conic_00591.png,train/points/conic_00591.npy
592,train/images/conic_00592.png,train/points/conic_00592.npy
594,train/images/conic_00594.png,train/points/conic_00594.npy
596,train/images/conic_00596.png,train/points/conic_00596.npy
597,train/images/conic_00597.png,train/points/conic_00597.npy
598,train/images/conic_00598.png,train/points/conic_00598.npy
599,train/images/conic_00599.png,train/points/conic_00599.npy
600,train/images/conic_00600.png,train/points/conic_00600.npy
603,train/images/conic_00603.png,train/points/conic_00603.npy
604,train/images/conic_00604.png,train/points/conic_00604.npy
605,train/images/conic_00605.png,train/points/conic_00605.npy
606,train/images/conic_00606.png,train/points/conic_00606.npy
607,train/images/conic_00607.png,train/points/conic_00607.npy
608,train/images/conic_00608.png,train/points/conic_00608.npy
609,train/images/conic_00609.png,train/points/conic_00609.npy
610,train/images/conic_00610.png,train/points/conic_00610.npy
611,train/images/conic_00611.png,train/points/conic_00611.npy
612,train/images/conic_00612.png,train/points/conic_00612.npy
613,train/images/conic_00613.png,train/points/conic_00613.npy
614,train/images/conic_00614.png,train/points/conic_00614.npy
615,train/images/conic_00615.png,train/points/conic_00615.npy
616,train/images/conic_00616.png,train/points/conic_00616.npy
617,train/images/conic_00617.png,train/points/conic_00617.npy
618,train/images/conic_00618.png,train/points/conic_00618.npy
620,train/images/conic_00620.png,train/points/conic_00620.npy
622,train/images/conic_00622.png,train/points/conic_00622.npy
623,train/images/conic_00623.png,train/points/conic_00623.npy
624,train/images/conic_00624.png,train/points/conic_00624.npy
625,train/images/conic_00625.png,train/points/conic_00625.npy
626,train/images/conic_00626.png,train/points/conic_00626.npy
627,train/images/conic_00627.png,train/points/conic_00627.npy
628,train/images/conic_00628.png,train/points/conic_00628.npy
629,train/images/conic_00629.png,train/points/conic_00629.npy
631,train/images/conic_00631.png,train/points/conic_00631.npy
632,train/images/conic_00632.png,train/points/conic_00632.npy
633,train/images/conic_00633.png,train/points/conic_00633.npy
634,train/images/conic_00634.png,train/points/conic_00634.npy
635,train/images/conic_00635.png,train/points/conic_00635.npy
636,train/images/conic_00636.png,train/points/conic_00636.npy
637,train/images/conic_00637.png,train/points/conic_00637.npy
638,train/images/conic_00638.png,train/points/conic_00638.npy
641,train/images/conic_00641.png,train/points/conic_00641.npy
643,train/images/conic_00643.png,train/points/conic_00643.npy
644,train/images/conic_00644.png,train/points/conic_00644.npy
645,train/images/conic_00645.png,train/points/conic_00645.npy
646,train/images/conic_00646.png,train/points/conic_00646.npy
647,train/images/conic_00647.png,train/points/conic_00647.npy
648,train/images/conic_00648.png,train/points/conic_00648.npy
650,train/images/conic_00650.png,train/points/conic_00650.npy
651,train/images/conic_00651.png,train/points/conic_00651.npy
652,train/images/conic_00652.png,train/points/conic_00652.npy
653,train/images/conic_00653.png,train/points/conic_00653.npy
654,train/images/conic_00654.png,train/points/conic_00654.npy
655,train/images/conic_00655.png,train/points/conic_00655.npy
